,Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class,Subsystem 1,Subsystem 2
44,ME1,FRD5,pFBAOpt_Rxns,pFBAOpt_Rxns,Others,TCA cycle
45,ME1,FUM,pFBAOpt_Rxns,pFBAOpt_Rxns,Others,TCA cycle
46,NH4t,ATPS4r,pFBAOpt_Rxns,pFBAOpt_Rxns,Transport,Respiratory chain
47,TKT1,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose-Phosphate-Pathway,Pentose-Phosphate-Pathway
48,TKT2,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose-Phosphate-Pathway,Pentose-Phosphate-Pathway
49,TKT2,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose-Phosphate-Pathway,Pentose-Phosphate-Pathway
50,PTAr,ATPS4r,pFBAOpt_Rxns,pFBAOpt_Rxns,Others,Respiratory chain
51,RPE,TALA,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose-Phosphate-Pathway,Pentose-Phosphate-Pathway
52,RPE,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose-Phosphate-Pathway,Pentose-Phosphate-Pathway
53,RPE,TKT2,pFBAOpt_Rxns,pFBAOpt_Rxns,Pentose-Phosphate-Pathway,Pentose-Phosphate-Pathway
